皮肤ID,卡牌组ID,皮肤图片,皮肤图片名,下牌动画,提示文字,皮肤显示时间,是否是特殊异画皮肤,外框名,异画皮肤ICON点击TIPS,异画ICON文件名,皮肤短描述,皮肤长描述,获取途径,升级解锁皮肤等级,异画标记图片名,获得方式,部署音效,死亡音效,皮肤录像
360081,36008,lucky_shoes,幸运靴,,,2023|1|1|0|0|0,0,skin_dec,,,“你运气真好！这是最后一双了，半价卖给你吧！”,,,1,,,,,
310091,31009,hunters_bow,猎弓,,,2023|1|1|0|0|0,0,skin_dec,,,听说每个猎人都会给他的弓起名字。,,,1,,,,,
320091,32009,hunters_bow,猎弓,,,2023|1|1|0|0|0,0,skin_dec,,,听说每个猎人都会给他的弓起名字。,,,1,,,,,
330091,33009,hunters_bow,猎弓,,,2023|1|1|0|0|0,0,skin_dec,,,听说每个猎人都会给他的弓起名字。,,,1,,,,,
340091,34009,hunters_bow,猎弓,,,2023|1|1|0|0|0,0,skin_dec,,,听说每个猎人都会给他的弓起名字。,,,1,,,,,
360091,36009,hunters_bow,猎弓,,,2023|1|1|0|0|0,0,skin_dec,,,听说每个猎人都会给他的弓起名字。,,,1,,,,,
310101,31010,balance_ring,均衡之戒,,,2023|1|1|0|0|0,0,skin_dec,,,内刻：人不犯我，我不犯人。,,,1,,,,,
320101,32010,balance_ring,均衡之戒,,,2023|1|1|0|0|0,0,skin_dec,,,内刻：人不犯我，我不犯人。,,,1,,,,,
330101,33010,balance_ring,均衡之戒,,,2023|1|1|0|0|0,0,skin_dec,,,内刻：人不犯我，我不犯人。,,,1,,,,,
340101,34010,balance_ring,均衡之戒,,,2023|1|1|0|0|0,0,skin_dec,,,内刻：人不犯我，我不犯人。,,,1,,,,,
350101,35010,balance_ring,均衡之戒,,,2023|1|1|0|0|0,0,skin_dec,,,内刻：人不犯我，我不犯人。,,,1,,,,,
360101,36010,balance_ring,均衡之戒,,,2023|1|1|0|0|0,0,skin_dec,,,内刻：人不犯我，我不犯人。,,,1,,,,,
310111,31011,pendant_of_courage,勇气挂坠,,,2023|1|1|0|0|0,0,skin_dec,,,“将领应当身先士卒。”--雄鹰上将,,,1,,,,,
320111,32011,pendant_of_courage,勇气挂坠,,,2023|1|1|0|0|0,0,skin_dec,,,“将领应当身先士卒。”--雄鹰上将,,,1,,,,,
330111,33011,pendant_of_courage,勇气挂坠,,,2023|1|1|0|0|0,0,skin_dec,,,“将领应当身先士卒。”--雄鹰上将,,,1,,,,,
340111,34011,pendant_of_courage,勇气挂坠,,,2023|1|1|0|0|0,0,skin_dec,,,“将领应当身先士卒。”--雄鹰上将,,,1,,,,,
350111,35011,pendant_of_courage,勇气挂坠,,,2023|1|1|0|0|0,0,skin_dec,,,“将领应当身先士卒。”--雄鹰上将,,,1,,,,,
360111,36011,pendant_of_courage,勇气挂坠,,,2023|1|1|0|0|0,0,skin_dec,,,“将领应当身先士卒。”--雄鹰上将,,,1,,,,,
320121,32012,ebony_staff,乌木法杖,,,2023|1|1|0|0|0,0,skin_dec,,,“所以…这是狮子，不是狗？”--心存猜疑的法师,,,1,,,,,
330121,33012,ebony_staff,乌木法杖,,,2023|1|1|0|0|0,0,skin_dec,,,“所以…这是狮子，不是狗？”--心存猜疑的法师,,,1,,,,,
340121,34012,ebony_staff,乌木法杖,,,2023|1|1|0|0|0,0,skin_dec,,,“所以…这是狮子，不是狗？”--心存猜疑的法师,,,1,,,,,
350121,35012,ebony_staff,乌木法杖,,,2023|1|1|0|0|0,0,skin_dec,,,“所以…这是狮子，不是狗？”--心存猜疑的法师,,,1,,,,,
360121,36012,ebony_staff,乌木法杖,,,2023|1|1|0|0|0,0,skin_dec,,,“所以…这是狮子，不是狗？”--心存猜疑的法师,,,1,,,,,
320131,32013,combat_staff,战斗法杖,,,2023|4|20|0|0|0,0,skin_dec,,,白袍巫师的战斗风格！,,,1,,,,,
330131,33013,combat_staff,战斗法杖,,,2023|4|20|0|0|0,0,skin_dec,,,白袍巫师的战斗风格！,,,1,,,,,
350131,35013,combat_staff,战斗法杖,,,2023|4|20|0|0|0,0,skin_dec,,,白袍巫师的战斗风格！,,,1,,,,,
360131,36013,combat_staff,战斗法杖,,,2023|4|20|0|0|0,0,skin_dec,,,白袍巫师的战斗风格！,,,1,,,,,
320141,32014,heal_staff,治疗法杖,,,2023|1|1|0|0|0,0,skin_dec,,,一把生机盎然的法杖。,,,1,,,,,
330141,33014,heal_staff,治疗法杖,,,2023|1|1|0|0|0,0,skin_dec,,,一把生机盎然的法杖。,,,1,,,,,
340141,34014,heal_staff,治疗法杖,,,2023|1|1|0|0|0,0,skin_dec,,,一把生机盎然的法杖。,,,1,,,,,
360141,36014,heal_staff,治疗法杖,,,2023|1|1|0|0|0,0,skin_dec,,,一把生机盎然的法杖。,,,1,,,,,
320151,32015,healing_flute,治疗长笛,,,2023|4|20|0|0|0,0,skin_dec,,,每个音符都如同生命的呼喊。,,,1,,,,,
330151,33015,healing_flute,治疗长笛,,,2023|4|20|0|0|0,0,skin_dec,,,每个音符都如同生命的呼喊。,,,1,,,,,
340151,34015,healing_flute,治疗长笛,,,2023|4|20|0|0|0,0,skin_dec,,,每个音符都如同生命的呼喊。,,,1,,,,,
360151,36015,healing_flute,治疗长笛,,,2023|4|20|0|0|0,0,skin_dec,,,每个音符都如同生命的呼喊。,,,1,,,,,
310161,31016,pendant_of_disease,侵染坠饰,,,2023|4|20|0|0|0,0,skin_dec,,,轻念咒语，毒气便弥漫四散。,,,1,,,,,
330161,33016,pendant_of_disease,侵染坠饰,,,2023|4|20|0|0|0,0,skin_dec,,,轻念咒语，毒气便弥漫四散。,,,1,,,,,
340161,34016,pendant_of_disease,侵染坠饰,,,2023|4|20|0|0|0,0,skin_dec,,,轻念咒语，毒气便弥漫四散。,,,1,,,,,
350161,35016,pendant_of_disease,侵染坠饰,,,2023|4|20|0|0|0,0,skin_dec,,,轻念咒语，毒气便弥漫四散。,,,1,,,,,
360161,36016,pendant_of_disease,侵染坠饰,,,2023|4|20|0|0|0,0,skin_dec,,,轻念咒语，毒气便弥漫四散。,,,1,,,,,
310171,31017,toxic_blade,毒刃,,,2023|4|20|0|0|0,0,skin_dec,,,“是现在说，还是我们来找点乐子？”--剧毒蛇妖,,,1,,,,,
330171,33017,toxic_blade,毒刃,,,2023|4|20|0|0|0,0,skin_dec,,,“是现在说，还是我们来找点乐子？”--剧毒蛇妖,,,1,,,,,
340171,34017,toxic_blade,毒刃,,,2023|4|20|0|0|0,0,skin_dec,,,“是现在说，还是我们来找点乐子？”--剧毒蛇妖,,,1,,,,,
350171,35017,toxic_blade,毒刃,,,2023|4|20|0|0|0,0,skin_dec,,,“是现在说，还是我们来找点乐子？”--剧毒蛇妖,,,1,,,,,
360171,36017,toxic_blade,毒刃,,,2023|4|20|0|0|0,0,skin_dec,,,“是现在说，还是我们来找点乐子？”--剧毒蛇妖,,,1,,,,,
320181,32018,poison_shot,诡诈手枪,,,2023|4|20|0|0|0,0,skin_dec,,,鳄鱼族孩子梦寐以求的成年礼。,,,1,,,,,
330181,33018,poison_shot,诡诈手枪,,,2023|4|20|0|0|0,0,skin_dec,,,鳄鱼族孩子梦寐以求的成年礼。,,,1,,,,,
350181,35018,poison_shot,诡诈手枪,,,2023|4|20|0|0|0,0,skin_dec,,,鳄鱼族孩子梦寐以求的成年礼。,,,1,,,,,
360181,36018,poison_shot,诡诈手枪,,,2023|4|20|0|0|0,0,skin_dec,,,鳄鱼族孩子梦寐以求的成年礼。,,,1,,,,,
310191,31019,long_spear,长矛,,,2023|1|1|0|0|0,0,skin_dec,,,恭喜你，你的攻击距离已经扩大为三倍。,,,1,,,,,
320191,32019,long_spear,长矛,,,2023|1|1|0|0|0,0,skin_dec,,,恭喜你，你的攻击距离已经扩大为三倍。,,,1,,,,,
340191,34019,long_spear,长矛,,,2023|1|1|0|0|0,0,skin_dec,,,恭喜你，你的攻击距离已经扩大为三倍。,,,1,,,,,
350191,35019,long_spear,长矛,,,2023|1|1|0|0|0,0,skin_dec,,,恭喜你，你的攻击距离已经扩大为三倍。,,,1,,,,,
360191,36019,long_spear,长矛,,,2023|1|1|0|0|0,0,skin_dec,,,恭喜你，你的攻击距离已经扩大为三倍。,,,1,,,,,
310201,31020,hammer,破碎战锤,,,2023|1|1|0|0|0,0,skin_dec,,,“什么？你要买这个破烂东西？”--断腿的铁匠,,,1,,,,,
320201,32020,hammer,破碎战锤,,,2023|1|1|0|0|0,0,skin_dec,,,“什么？你要买这个破烂东西？”--断腿的铁匠,,,1,,,,,
330201,33020,hammer,破碎战锤,,,2023|1|1|0|0|0,0,skin_dec,,,“什么？你要买这个破烂东西？”--断腿的铁匠,,,1,,,,,
340201,34020,hammer,破碎战锤,,,2023|1|1|0|0|0,0,skin_dec,,,“什么？你要买这个破烂东西？”--断腿的铁匠,,,1,,,,,
350201,35020,hammer,破碎战锤,,,2023|1|1|0|0|0,0,skin_dec,,,“什么？你要买这个破烂东西？”--断腿的铁匠,,,1,,,,,
360201,36020,hammer,破碎战锤,,,2023|1|1|0|0|0,0,skin_dec,,,“什么？你要买这个破烂东西？”--断腿的铁匠,,,1,,,,,
310211,31021,ring_of_mages,魔法指环,,,2023|1|1|0|0|0,0,skin_dec,,,闪耀璀璨魔法之光。,,,1,,,,,
320211,32021,ring_of_mages,魔法指环,,,2023|1|1|0|0|0,0,skin_dec,,,闪耀璀璨魔法之光。,,,1,,,,,
330211,33021,ring_of_mages,魔法指环,,,2023|1|1|0|0|0,0,skin_dec,,,闪耀璀璨魔法之光。,,,1,,,,,
340211,34021,ring_of_mages,魔法指环,,,2023|1|1|0|0|0,0,skin_dec,,,闪耀璀璨魔法之光。,,,1,,,,,
350211,35021,ring_of_mages,魔法指环,,,2023|1|1|0|0|0,0,skin_dec,,,闪耀璀璨魔法之光。,,,1,,,,,
360211,36021,ring_of_mages,魔法指环,,,2023|1|1|0|0|0,0,skin_dec,,,闪耀璀璨魔法之光。,,,1,,,,,
310221,31022,battle_axe,战斧,,,2023|1|1|0|0|0,0,skin_dec,,,“没有什么是一斧子解决不了的；如果有，再来一斧。”--巨人族家训,,,1,,,,,
320221,32022,battle_axe,战斧,,,2023|1|1|0|0|0,0,skin_dec,,,“没有什么是一斧子解决不了的；如果有，再来一斧。”--巨人族家训,,,1,,,,,
330221,33022,battle_axe,战斧,,,2023|1|1|0|0|0,0,skin_dec,,,“没有什么是一斧子解决不了的；如果有，再来一斧。”--巨人族家训,,,1,,,,,
340221,34022,battle_axe,战斧,,,2023|1|1|0|0|0,0,skin_dec,,,“没有什么是一斧子解决不了的；如果有，再来一斧。”--巨人族家训,,,1,,,,,
350221,35022,battle_axe,战斧,,,2023|1|1|0|0|0,0,skin_dec,,,“没有什么是一斧子解决不了的；如果有，再来一斧。”--巨人族家训,,,1,,,,,
360221,36022,battle_axe,战斧,,,2023|1|1|0|0|0,0,skin_dec,,,“没有什么是一斧子解决不了的；如果有，再来一斧。”--巨人族家训,,,1,,,,,
310231,31023,heralds_bow,传令官之弓,,,2023|4|20|0|0|0,0,skin_dec,,,令箭发出，群鸟出阵。,,,1,,,,,
320231,32023,heralds_bow,传令官之弓,,,2023|4|20|0|0|0,0,skin_dec,,,令箭发出，群鸟出阵。,,,1,,,,,
330231,33023,heralds_bow,传令官之弓,,,2023|4|20|0|0|0,0,skin_dec,,,令箭发出，群鸟出阵。,,,1,,,,,
340231,34023,heralds_bow,传令官之弓,,,2023|4|20|0|0|0,0,skin_dec,,,令箭发出，群鸟出阵。,,,1,,,,,
360231,36023,heralds_bow,传令官之弓,,,2023|4|20|0|0|0,0,skin_dec,,,令箭发出，群鸟出阵。,,,1,,,,,
310241,31024,crossbow,十字弩,,,2023|4|20|0|0|0,0,skin_dec,,,“践踏荣耀的混蛋们…”--骑士之城普洛斯陷落,,,1,,,,,
320241,32024,crossbow,十字弩,,,2023|4|20|0|0|0,0,skin_dec,,,“践踏荣耀的混蛋们…”--骑士之城普洛斯陷落,,,1,,,,,
330241,33024,crossbow,十字弩,,,2023|4|20|0|0|0,0,skin_dec,,,“践踏荣耀的混蛋们…”--骑士之城普洛斯陷落,,,1,,,,,
340241,34024,crossbow,十字弩,,,2023|4|20|0|0|0,0,skin_dec,,,“践踏荣耀的混蛋们…”--骑士之城普洛斯陷落,,,1,,,,,
360241,36024,crossbow,十字弩,,,2023|4|20|0|0|0,0,skin_dec,,,“践踏荣耀的混蛋们…”--骑士之城普洛斯陷落,,,1,,,,,
330251,33025,staff_of_flight,能量法杖,,,2023|1|1|0|0|0,0,skin_dec,,,大法师的象征。,,,1,,,,,
350251,35025,staff_of_flight,能量法杖,,,2023|1|1|0|0|0,0,skin_dec,,,大法师的象征。,,,1,,,,,
360251,36025,staff_of_flight,能量法杖,,,2023|1|1|0|0|0,0,skin_dec,,,大法师的象征。,,,1,,,,,
320261,32026,horn_of_ages,世纪之角,,,2023|4|20|0|0|0,0,skin_dec,,,“不，它不能控制龙...也不能唤醒巨人，孩子，你这都是从哪听来的呀”--治疗系法术导师,,,1,,,,,
330261,33026,horn_of_ages,世纪之角,,,2023|4|20|0|0|0,0,skin_dec,,,“不，它不能控制龙...也不能唤醒巨人，孩子，你这都是从哪听来的呀”--治疗系法术导师,,,1,,,,,
340261,34026,horn_of_ages,世纪之角,,,2023|4|20|0|0|0,0,skin_dec,,,“不，它不能控制龙...也不能唤醒巨人，孩子，你这都是从哪听来的呀”--治疗系法术导师,,,1,,,,,
360261,36026,horn_of_ages,世纪之角,,,2023|4|20|0|0|0,0,skin_dec,,,“不，它不能控制龙...也不能唤醒巨人，孩子，你这都是从哪听来的呀”--治疗系法术导师,,,1,,,,,
310271,31027,twilight,暮光之戟,,,2023|1|1|0|0|0,0,skin_dec,,,没有黑夜，怎么能看清星空？,,,1,,,,,
320271,32027,twilight,暮光之戟,,,2023|1|1|0|0|0,0,skin_dec,,,没有黑夜，怎么能看清星空？,,,1,,,,,
340271,34027,twilight,暮光之戟,,,2023|1|1|0|0|0,0,skin_dec,,,没有黑夜，怎么能看清星空？,,,1,,,,,
350271,35027,twilight,暮光之戟,,,2023|1|1|0|0|0,0,skin_dec,,,没有黑夜，怎么能看清星空？,,,1,,,,,
360271,36027,twilight,暮光之戟,,,2023|1|1|0|0|0,0,skin_dec,,,没有黑夜，怎么能看清星空？,,,1,,,,,
310281,31028,stalagmite_gloves,石笋手套,,,2023|4|20|0|0|0,0,skin_dec,,,用材取自最上等的牛角。,,,1,,,,,
340281,34028,stalagmite_gloves,石笋手套,,,2023|4|20|0|0|0,0,skin_dec,,,用材取自最上等的牛角。,,,1,,,,,
350281,35028,stalagmite_gloves,石笋手套,,,2023|4|20|0|0|0,0,skin_dec,,,用材取自最上等的牛角。,,,1,,,,,
360281,36028,stalagmite_gloves,石笋手套,,,2023|4|20|0|0|0,0,skin_dec,,,用材取自最上等的牛角。,,,1,,,,,
310291,31029,excalibur,圣剑,,,2023|1|1|0|0|0,0,skin_dec,,,听说有一百万个阿瑟王？,,,1,,,,,
330291,33029,excalibur,圣剑,,,2023|1|1|0|0|0,0,skin_dec,,,听说有一百万个阿瑟王？,,,1,,,,,
350291,35029,excalibur,圣剑,,,2023|1|1|0|0|0,0,skin_dec,,,听说有一百万个阿瑟王？,,,1,,,,,
360291,36029,excalibur,圣剑,,,2023|1|1|0|0|0,0,skin_dec,,,听说有一百万个阿瑟王？,,,1,,,,,
320301,32030,molten_crossbow,蝎子巨弩,,,2023|1|1|0|0|0,0,skin_dec,,,“我们不保证目标完好。”--地底矮人工匠,,,1,,,,,
330301,33030,molten_crossbow,蝎子巨弩,,,2023|1|1|0|0|0,0,skin_dec,,,“我们不保证目标完好。”--地底矮人工匠,,,1,,,,,
340301,34030,molten_crossbow,蝎子巨弩,,,2023|1|1|0|0|0,0,skin_dec,,,“我们不保证目标完好。”--地底矮人工匠,,,1,,,,,
360301,36030,molten_crossbow,蝎子巨弩,,,2023|1|1|0|0|0,0,skin_dec,,,“我们不保证目标完好。”--地底矮人工匠,,,1,,,,,
310311,31031,obsidian_spear,黑曜石之矛,,,2023|1|1|0|0|0,0,skin_dec,,,传说黑曜石是唯一可以刺穿龙鳞的武器。,,,1,,,,,
320311,32031,obsidian_spear,黑曜石之矛,,,2023|1|1|0|0|0,0,skin_dec,,,传说黑曜石是唯一可以刺穿龙鳞的武器。,,,1,,,,,
340311,34031,obsidian_spear,黑曜石之矛,,,2023|1|1|0|0|0,0,skin_dec,,,传说黑曜石是唯一可以刺穿龙鳞的武器。,,,1,,,,,
350311,35031,obsidian_spear,黑曜石之矛,,,2023|1|1|0|0|0,0,skin_dec,,,传说黑曜石是唯一可以刺穿龙鳞的武器。,,,1,,,,,
360311,36031,obsidian_spear,黑曜石之矛,,,2023|1|1|0|0|0,0,skin_dec,,,传说黑曜石是唯一可以刺穿龙鳞的武器。,,,1,,,,,
320321,32032,commander_banner,指挥旗,,,2023|1|1|0|0|0,0,skin_dec,,,威风凛凛，重的不行。,,,1,,,,,
330321,33032,commander_banner,指挥旗,,,2023|1|1|0|0|0,0,skin_dec,,,威风凛凛，重的不行。,,,1,,,,,
340321,34032,commander_banner,指挥旗,,,2023|1|1|0|0|0,0,skin_dec,,,威风凛凛，重的不行。,,,1,,,,,
360321,36032,commander_banner,指挥旗,,,2023|1|1|0|0|0,0,skin_dec,,,威风凛凛，重的不行。,,,1,,,,,
310331,31033,feather_amulet,羽毛护符,,,2023|1|1|0|0|0,0,skin_dec,,,宛若羽翼新生的神奇护符。,,,1,,,,,
320331,32033,feather_amulet,羽毛护符,,,2023|1|1|0|0|0,0,skin_dec,,,宛若羽翼新生的神奇护符。,,,1,,,,,
340331,34033,feather_amulet,羽毛护符,,,2023|1|1|0|0|0,0,skin_dec,,,宛若羽翼新生的神奇护符。,,,1,,,,,
360331,36033,feather_amulet,羽毛护符,,,2023|1|1|0|0|0,0,skin_dec,,,宛若羽翼新生的神奇护符。,,,1,,,,,
320341,32034,poison_whip,剧毒鞭,,,2023|4|20|0|0|0,0,skin_dec,,,“女王大人，这把武器可不是闹着玩的！”--魅魔的男宠,,,1,,,,,
340341,34034,poison_whip,剧毒鞭,,,2023|4|20|0|0|0,0,skin_dec,,,“女王大人，这把武器可不是闹着玩的！”--魅魔的男宠,,,1,,,,,
350341,35034,poison_whip,剧毒鞭,,,2023|4|20|0|0|0,0,skin_dec,,,“女王大人，这把武器可不是闹着玩的！”--魅魔的男宠,,,1,,,,,
360341,36034,poison_whip,剧毒鞭,,,2023|4|20|0|0|0,0,skin_dec,,,“女王大人，这把武器可不是闹着玩的！”--魅魔的男宠,,,1,,,,,
310351,31035,axe_of_rage,狂怒战斧,,,2023|4|20|0|0|0,0,skin_dec,,,据说这把武器的灵感来自于网球拍。,,,1,,,,,
340351,34035,axe_of_rage,狂怒战斧,,,2023|4|20|0|0|0,0,skin_dec,,,据说这把武器的灵感来自于网球拍。,,,1,,,,,
350351,35035,axe_of_rage,狂怒战斧,,,2023|4|20|0|0|0,0,skin_dec,,,据说这把武器的灵感来自于网球拍。,,,1,,,,,
360351,36035,axe_of_rage,狂怒战斧,,,2023|4|20|0|0|0,0,skin_dec,,,据说这把武器的灵感来自于网球拍。,,,1,,,,,
310361,31036,thief_tools,潜行者工具组,,,2023|4|20|0|0|0,0,skin_dec,,,溜门撬锁，必备神器。,,,1,,,,,
320361,32036,thief_tools,潜行者工具组,,,2023|4|20|0|0|0,0,skin_dec,,,溜门撬锁，必备神器。,,,1,,,,,
360361,36036,thief_tools,潜行者工具组,,,2023|4|20|0|0|0,0,skin_dec,,,溜门撬锁，必备神器。,,,1,,,,,
320371,32037,archersboots,猎手长靴,,,2023|4|20|0|0|0,0,skin_dec,,,穿上之后感觉步伐都变轻快了。,,,1,,,,,
330371,33037,archersboots,猎手长靴,,,2023|4|20|0|0|0,0,skin_dec,,,穿上之后感觉步伐都变轻快了。,,,1,,,,,
360371,36037,archersboots,猎手长靴,,,2023|4|20|0|0|0,0,skin_dec,,,穿上之后感觉步伐都变轻快了。,,,1,,,,,
320381,32038,ballista,手弩,,,2023|4|20|0|0|0,0,skin_dec,,,小心前行，小心瞄准，生存之道。,,,1,,,,,
330381,33038,ballista,手弩,,,2023|4|20|0|0|0,0,skin_dec,,,小心前行，小心瞄准，生存之道。,,,1,,,,,
340381,34038,ballista,手弩,,,2023|4|20|0|0|0,0,skin_dec,,,小心前行，小心瞄准，生存之道。,,,1,,,,,
360381,36038,ballista,手弩,,,2023|4|20|0|0|0,0,skin_dec,,,小心前行，小心瞄准，生存之道。,,,1,,,,,
330391,33039,crystal_staff,水晶球杖,,,2023|10|1|0|0|0,0,skin_dec,,,小小的水晶球中蕴藏着能够鼓舞一支军团的魔法力量！,,,1,,,,,
340401,34040,birdblade,鸟刃,,,2023|8|1|0|0|0,0,skin_dec,,,近战用砍，远程靠甩。,,,1,,,,,
320411,32041,heavy_crossbow,十字重弩,,,2023|4|20|0|0|0,0,skin_dec,,,即使不能射穿敌人，也能把他钉在墙上。至少广告上是这么说的。,,,1,,,,,
330411,33041,heavy_crossbow,十字重弩,,,2023|4|20|0|0|0,0,skin_dec,,,即使不能射穿敌人，也能把他钉在墙上。至少广告上是这么说的。,,,1,,,,,
340411,34041,heavy_crossbow,十字重弩,,,2023|4|20|0|0|0,0,skin_dec,,,即使不能射穿敌人，也能把他钉在墙上。至少广告上是这么说的。,,,1,,,,,
360411,36041,heavy_crossbow,十字重弩,,,2023|4|20|0|0|0,0,skin_dec,,,即使不能射穿敌人，也能把他钉在墙上。至少广告上是这么说的。,,,1,,,,,
320421,32042,hiredgun,佣兵手枪,,,2023|10|1|0|0|0,0,skin_dec,,,子，子弹有毒……,,,1,,,,,
330421,33042,hiredgun,佣兵手枪,,,2023|10|1|0|0|0,0,skin_dec,,,子，子弹有毒……,,,1,,,,,
340421,34042,hiredgun,佣兵手枪,,,2023|10|1|0|0|0,0,skin_dec,,,子，子弹有毒……,,,1,,,,,
350421,35042,hiredgun,佣兵手枪,,,2023|10|1|0|0|0,0,skin_dec,,,子，子弹有毒……,,,1,,,,,
360421,36042,hiredgun,佣兵手枪,,,2023|10|1|0|0|0,0,skin_dec,,,子，子弹有毒……,,,1,,,,,
310431,31043,great_axe,双刃战斧,,,2023|12|16|0|0|0,0,skin_dec,,,不要靠近一个正在挥舞双刃战斧的人。,,,1,,,,,
340431,34043,great_axe,双刃战斧,,,2023|12|16|0|0|0,0,skin_dec,,,不要靠近一个正在挥舞双刃战斧的人。,,,1,,,,,
350431,35043,great_axe,双刃战斧,,,2023|12|16|0|0|0,0,skin_dec,,,不要靠近一个正在挥舞双刃战斧的人。,,,1,,,,,
360431,36043,great_axe,双刃战斧,,,2023|12|16|0|0|0,0,skin_dec,,,不要靠近一个正在挥舞双刃战斧的人。,,,1,,,,,
310441,31044,spear,刺天长矛,,,2023|8|16|0|0|0,0,skin_dec,,,设计有独特的伸缩装置。,,,1,,,,,
320441,32044,spear,刺天长矛,,,2023|8|16|0|0|0,0,skin_dec,,,设计有独特的伸缩装置。,,,1,,,,,
340441,34044,spear,刺天长矛,,,2023|8|16|0|0|0,0,skin_dec,,,设计有独特的伸缩装置。,,,1,,,,,
350441,35044,spear,刺天长矛,,,2023|8|16|0|0|0,0,skin_dec,,,设计有独特的伸缩装置。,,,1,,,,,
360441,36044,spear,刺天长矛,,,2023|8|16|0|0|0,0,skin_dec,,,设计有独特的伸缩装置。,,,1,,,,,
310451,31045,heroic_furboots,毛皮靴,,,2023|8|1|0|0|0,0,skin_dec,,,暖和到你不想脱下来。,,,1,,,,,
320451,32045,heroic_furboots,毛皮靴,,,2023|8|1|0|0|0,0,skin_dec,,,暖和到你不想脱下来。,,,1,,,,,
330451,33045,heroic_furboots,毛皮靴,,,2023|8|1|0|0|0,0,skin_dec,,,暖和到你不想脱下来。,,,1,,,,,
340451,34045,heroic_furboots,毛皮靴,,,2023|8|1|0|0|0,0,skin_dec,,,暖和到你不想脱下来。,,,1,,,,,
350451,35045,heroic_furboots,毛皮靴,,,2030|1|1|0|0|0,0,skin_dec,,,暖和到你不想脱下来。,,,1,,,,,
360451,36045,heroic_furboots,毛皮靴,,,2023|8|1|0|0|0,0,skin_dec,,,暖和到你不想脱下来。,,,1,,,,,
310461,31046,dragon_badge,巨龙徽章,,,2023|4|20|0|0|0,0,skin_dec,,,附有巨龙的祝福，恩，或是诅咒……,,,1,,,,,
320461,32046,dragon_badge,巨龙徽章,,,2023|4|20|0|0|0,0,skin_dec,,,附有巨龙的祝福，恩，或是诅咒……,,,1,,,,,
330461,33046,dragon_badge,巨龙徽章,,,2023|4|20|0|0|0,0,skin_dec,,,附有巨龙的祝福，恩，或是诅咒……,,,1,,,,,
340461,34046,dragon_badge,巨龙徽章,,,2023|4|20|0|0|0,0,skin_dec,,,附有巨龙的祝福，恩，或是诅咒……,,,1,,,,,
350461,35046,dragon_badge,巨龙徽章,,,2023|4|20|0|0|0,0,skin_dec,,,附有巨龙的祝福，恩，或是诅咒……,,,1,,,,,
360461,36046,dragon_badge,巨龙徽章,,,2023|4|20|0|0|0,0,skin_dec,,,附有巨龙的祝福，恩，或是诅咒……,,,1,,,,,
400011,40001,throwing_knife,投掷匕首,,,2023|1|1|0|0|0,0,skin_dec,,,“让嘲笑者闭嘴的绝佳工具。”--夜路飞贼,,,1,,,,,
